REF,status,PaperYear,Title,PaperAuthor,Journal,Animal,Family,Species,ClimaticZone,Climatic ,Habitat,LifeStage,WildType,Development,CO2Treatment,TempTreatment,Stressor ,CO2ppmC,CO2ppmCS.E.,CO2ppmC S.D.,pH scale,pH C,pH C S.E.,pH C S.D.,CO2ppmI,CO2ppmI S.E.,CO2ppmI S.D.,Ph I,Ph I S.E.,Ph I S.D.,TempC,TempC S.E.,TempC S.D.,TempI,TempI S.E.,TempI S.D.,DiffpCO2,DiffT,Other Factor,Metric,TransformedMetric,Metric Type,Unit,Category,Level,ControlMean,ControlMeanTransformed,ControlSE,ControlN,TreatmentMean,TreatmentMeanTransformed ,TreatmentSE,TreatmentN,AcclimationDays,NbTank,ei,vei,Note,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Arthropoda,Stenothoidae , Stenothoe monoculoides,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,DIRECT,YES,NO,pH,729,NA,160,NIST,7.86,NA,0.09,2269,NA,3127,6.81,NA,0.23,11.8,NA,0.4,11.5,NA,0.4,1540,-0.3,Numbers of individuals (the gammaridean Stenothoe monoculoides),Number of individuals,Number of individuals,positive,number,Survival,Community level,36.37,36.367816,24.459770,5,4.51,4.5057471,0.00,5,60,5,-2.088,0.4523,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Arthropoda,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,3010,NA,4141,6.66,NA,0.19,11.8,NA,0.4,15.5,NA,1.5,2281,3.7,Number of individuals (Arthropoda),Number of individuals,Number of individuals,positive,number,Survival,Community level,182.17,182.168675,63.614458,5,23.13,23.1325301,5.78,5,60,5,-2.064,0.1844,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Mollusca,Rissoidae,Rissoa parva,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,NO,pH,729,NA,160,NIST,7.86,NA,0.09,2269,NA,3127,6.81,NA,0.23,11.8,NA,0.4,11.5,NA,0.4,1540,-0.3,Number of individuals (the gastropod Rissoa parva),Number of individuals,Number of individuals,positive,number,Survival,Community level,9.32,9.316210,4.100228,5,1.21,1.2147427,0.00,5,60,5,-2.037,0.1937,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Mollusca,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,3010,NA,4141,6.66,NA,0.19,11.8,NA,0.4,15.5,NA,1.5,2281,3.7,Number of individuals (Mollusca),Number of individuals,Number of individuals,positive,number,Survival,Community level,35.02,35.022026,7.929515,5,5.29,5.2863436,0.00,5,60,5,-1.891,0.0513,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Mollusca,Rissoidae,Rissoa parva,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,2612,NA,547,7.37,NA,0.10,11.8,NA,0.4,15.8,NA,0.3,1882,4.0,Number of individuals (the gastropod Rissoa parva),Number of individuals,Number of individuals,positive,number,Survival,Community level,9.32,9.316210,4.100228,5,1.44,1.4423657,0.00,5,60,5,-1.865,0.1937,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Annelida,NA,Annelida,Temperate,Temperate,benthic,JUVENILE,YES,LARVAL,YES,NO,pH,729,NA,160,NIST,7.86,NA,0.09,1296,NA,245,7.66,NA,0.08,11.8,NA,0.4,11.9,NA,0.4,566,0.2,Numbers of individuals (ragworm nereid juveniles),Number of individuals,Number of individuals,positive,number,Survival,Community level,81.97,81.967213,74.590164,5,13.11,13.1147541,0.00,5,60,5,-1.833,0.8281,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Annelida,NA,Annelida,Temperate,Temperate,benthic,JUVENILE,YES,LARVAL,NO,YES,T,729,NA,160,NIST,7.86,NA,0.09,822,NA,743,7.85,NA,0.13,11.8,NA,0.4,16.0,NA,0.4,93,4.3,Numbers of individuals (ragworm nereid juveniles),Number of individuals,Number of individuals,positive,number,Survival,Community level,81.97,81.967213,74.590164,5,14.75,14.7540984,4.92,5,60,5,-1.715,0.9392,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Mollusca,Rissoidae,Rissoa parva,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,NO,pH,729,NA,160,NIST,7.86,NA,0.09,2729,NA,499,7.35,NA,0.07,11.8,NA,0.4,11.7,NA,0.4,2000,-0.1,Number of individuals (the gastropod Rissoa parva),Number of individuals,Number of individuals,positive,number,Survival,Community level,9.32,9.316210,4.100228,5,1.72,1.7157142,0.00,5,60,5,-1.692,0.1937,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,out,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Arthropoda,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,3010,NA,4141,6.66,NA,0.19,11.8,NA,0.4,15.5,NA,1.5,2281,3.7,Number of species (Arthropoda),Number of species (Arthropoda),Number of species,positive,number,Biodiversity,Community level,12.44,12.441805,1.20,5,3.33,3.3349169,1.33,5,60,5,-1.317,0.1672,out because only kept global species richness across the 3 taxa,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Mollusca,Rissoidae,Rissoa interrupta,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,1423,NA,389,7.61,NA,0.15,11.8,NA,0.4,16.0,NA,0.6,694,4.2,Number of individuals (the gastropod Rissoa interrupta),Number of individuals,Number of individuals,positive,number,Survival,Community level,7.47,7.465438,4.188940,5,2.20,2.1981567,1.37,5,60,5,-1.223,0.7025,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Annelida,NA,Annelida,Temperate,Temperate,benthic,JUVENILE,YES,LARVAL,YES,NO,pH,729,NA,160,NIST,7.86,NA,0.09,2729,NA,499,7.35,NA,0.07,11.8,NA,0.4,11.7,NA,0.4,2000,-0.1,Numbers of individuals (ragworm nereid juveniles),Number of individuals,Number of individuals,positive,number,Survival,Community level,81.97,81.967213,74.590164,5,26.23,26.2295082,13.11,5,60,5,-1.139,1.0781,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Arthropoda,Calliopioidea ,Calliopius laeviusculus,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,DIRECT,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,3010,NA,4141,6.66,NA,0.19,11.8,NA,0.4,15.5,NA,1.5,2281,3.7,Numbers of individuals (the gammaridean amphipod Calliopius laevisculus),Number of individuals,Number of individuals,positive,number,Survival,Community level,21.78,21.784232,5.082988,5,7.26,7.2614108,0.00,5,60,5,-1.099,0.0544,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Mollusca,NA,Gastropoda,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,NO,pH,729,NA,160,NIST,7.86,NA,0.09,2269,NA,3127,6.81,NA,0.23,11.8,NA,0.4,11.5,NA,0.4,1540,-0.3,Number of individuals (the unidentifiable gastropods),Number of individuals,Number of individuals,positive,number,Survival,Community level,1.91,1.913440,0.002800,5,0.73,0.7289294,0.01,5,60,5,-0.965,0.0001,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Arthropoda,Calliopioidea ,Calliopius laeviusculus,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,DIRECT,YES,NO,pH,729,NA,160,NIST,7.86,NA,0.09,2269,NA,3127,6.81,NA,0.23,11.8,NA,0.4,11.5,NA,0.4,1540,-0.3,Numbers of individuals (the gammaridean amphipod Calliopius laevisculus),Number of individuals,Number of individuals,positive,number,Survival,Community level,21.78,21.784232,5.082988,5,8.71,8.7136929,0.00,5,60,5,-0.916,0.0544,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Arthropoda,Stenothoidae , Stenothoe monoculoides,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,DIRECT,NO,YES,T,729,NA,160,NIST,7.86,NA,0.09,822,NA,743,7.85,NA,0.13,11.8,NA,0.4,16.0,NA,0.4,93,4.3,Numbers of individuals (the gammaridean Stenothoe monoculoides),Number of individuals,Number of individuals,positive,number,Survival,Community level,36.37,36.367816,24.459770,5,15.13,15.1264368,21.24,5,60,5,-0.877,2.4243,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,out,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Annelida,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,2612,NA,547,7.37,NA,0.10,11.8,NA,0.4,15.8,NA,0.3,1882,4.0,The species evenness of the communities (Annelida),The species evenness of the communities (Annelida),evenness,positive,NA,Biodiversity,Community level,0.81,0.809745,0.04,5,0.39,0.3851508,0.18,5,60,5,-0.743,0.2126,out because only kept eveness value across the 3 taxa,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Fauna community,Several,several ,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,NA,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,3010,NA,4141,6.66,NA,0.19,11.8,NA,0.4,15.5,NA,1.5,2281,3.7,NA,species richness,species richness,positive,number,Biodiversity,Community level,37.60,37.596567,3.218884,5,18.54,18.5407725,0.00,5,60,5,-0.707,0.0073,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Fauna community,Several,several ,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,NA,YES,NO,pH,729,NA,160,NIST,7.86,NA,0.09,2269,NA,3127,6.81,NA,0.23,11.8,NA,0.4,11.5,NA,0.4,1540,-0.3,NA,evenness,evenness,positive,NA,Biodiversity,Community level,0.76,0.759551,0.085393,5,0.38,0.3842697,0.16,5,60,5,-0.681,0.1755,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Fauna community,Several,several ,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,NA,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,3010,NA,4141,6.66,NA,0.19,11.8,NA,0.4,15.5,NA,1.5,2281,3.7,NA,evenness,evenness,positive,NA,Biodiversity,Community level,0.76,0.759551,0.085393,5,0.43,0.4292135,0.09,5,60,5,-0.571,0.0565,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Mollusca,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,NO,pH,729,NA,160,NIST,7.86,NA,0.09,2729,NA,499,7.35,NA,0.07,11.8,NA,0.4,11.7,NA,0.4,2000,-0.1,Number of individuals (Mollusca),Number of individuals,Number of individuals,positive,number,Survival,Community level,35.02,35.022026,7.929515,5,19.82,19.8237885,9.25,5,60,5,-0.569,0.2690,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Arthropoda,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,NO,pH,729,NA,160,NIST,7.86,NA,0.09,2269,NA,3127,6.81,NA,0.23,11.8,NA,0.4,11.5,NA,0.4,1540,-0.3,Number of individuals (Arthropoda),Number of individuals,Number of individuals,positive,number,Survival,Community level,182.17,182.168675,63.614458,5,103.13,103.1325301,141.69,5,60,5,-0.569,2.0094,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Mollusca,NA,Gastropoda,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,3010,NA,4141,6.66,NA,0.19,11.8,NA,0.4,15.5,NA,1.5,2281,3.7,Number of individuals (the unidentifiable gastropods),Number of individuals,Number of individuals,positive,number,Survival,Community level,1.91,1.913440,0.002800,5,1.09,1.0933941,0.01,5,60,5,-0.560,0.0001,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Arthropoda,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,1423,NA,389,7.61,NA,0.15,11.8,NA,0.4,16.0,NA,0.6,694,4.2,Number of individuals (Arthropoda),Number of individuals,Number of individuals,positive,number,Survival,Community level,182.17,182.168675,63.614458,5,104.10,104.0963855,56.87,5,60,5,-0.560,0.4204,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Fauna community,Several,several ,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,NA,YES,NO,pH,729,NA,160,NIST,7.86,NA,0.09,2269,NA,3127,6.81,NA,0.23,11.8,NA,0.4,11.5,NA,0.4,1540,-0.3,NA,species richness,species richness,positive,number,Biodiversity,Community level,37.60,37.596567,3.218884,5,22.79,22.7896996,2.96,5,60,5,-0.501,0.0242,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Nematoda,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,1423,NA,389,7.61,NA,0.15,11.8,NA,0.4,16.0,NA,0.6,694,4.2,Numbers of individuals (Nematodes),Number of individuals,Number of individuals,positive,number,Survival,Community level,45.72,45.715591,30.585951,5,27.86,27.8629355,0.00,5,60,5,-0.495,0.4476,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Mollusca,Rissoidae,Rissoa parva,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,1423,NA,389,7.61,NA,0.15,11.8,NA,0.4,16.0,NA,0.6,694,4.2,Number of individuals (the gastropod Rissoa parva),Number of individuals,Number of individuals,positive,number,Survival,Community level,9.32,9.316210,4.100228,5,5.79,5.7855420,7.11,5,60,5,-0.476,1.7027,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Echinodermata,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,NA,YES,NO,pH,729,NA,160,NIST,7.86,NA,0.09,2269,NA,3127,6.81,NA,0.23,11.8,NA,0.4,11.5,NA,0.4,1540,-0.3,Number of individuals (Echinodermata),Number of individuals,Number of individuals,positive,number,Survival,Community level,6.78,6.776471,0.002800,5,4.24,4.2352941,0.01,5,60,5,-0.470,0.0001,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Annelida,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,3010,NA,4141,6.66,NA,0.19,11.8,NA,0.4,15.5,NA,1.5,2281,3.7,Number of individuals (Annelida),Number of individuals,Number of individuals,positive,number,Survival,Community level,73.93,73.932584,0.002800,5,48.76,48.7640449,0.01,5,60,5,-0.416,0.0001,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Mollusca,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,2612,NA,547,7.37,NA,0.10,11.8,NA,0.4,15.8,NA,0.3,1882,4.0,Number of individuals (Mollusca),Number of individuals,Number of individuals,positive,number,Survival,Community level,35.02,35.022026,7.929515,5,23.13,23.1277533,0.00,5,60,5,-0.415,0.0513,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,out,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Mollusca,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,NO,pH,729,NA,160,NIST,7.86,NA,0.09,2729,NA,499,7.35,NA,0.07,11.8,NA,0.4,11.7,NA,0.4,2000,-0.1,Number of species (Mollusca),Number of species (Mollusca),Number of species,positive,number,Biodiversity,Community level,9.12,9.123223,0.71,5,6.04,6.0426540,3.20,5,60,5,-0.412,0.2863,out because only kept global species richness across the 3 taxa,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Arthropoda,Stenothoidae , Stenothoe monoculoides,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,DIRECT,YES,NO,pH,729,NA,160,NIST,7.86,NA,0.09,2729,NA,499,7.35,NA,0.07,11.8,NA,0.4,11.7,NA,0.4,2000,-0.1,Numbers of individuals (the gammaridean Stenothoe monoculoides),Number of individuals,Number of individuals,positive,number,Survival,Community level,36.37,36.367816,24.459770,5,25.43,25.4252874,22.21,5,60,5,-0.358,1.2152,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,out,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Arthropoda,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,NO,pH,729,NA,160,NIST,7.86,NA,0.09,2269,NA,3127,6.81,NA,0.23,11.8,NA,0.4,11.5,NA,0.4,1540,-0.3,Number of species (Arthropoda),Number of species (Arthropoda),Number of species,positive,number,Biodiversity,Community level,12.44,12.441805,1.20,5,8.85,8.8503563,0.98,5,60,5,-0.341,0.0216,out because only kept global species richness across the 3 taxa,,,,,
6,out,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Arthropoda,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,1423,NA,389,7.61,NA,0.15,11.8,NA,0.4,16.0,NA,0.6,694,4.2,Number of species (Arthropoda),Number of species (Arthropoda),Number of species,positive,number,Biodiversity,Community level,12.44,12.441805,1.20,5,8.94,8.9358670,2.91,5,60,5,-0.331,0.1151,out because only kept global species richness across the 3 taxa,,,,,
6,out,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Arthropoda,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,NO,YES,T,729,NA,160,NIST,7.86,NA,0.09,822,NA,743,7.85,NA,0.13,11.8,NA,0.4,16.0,NA,0.4,93,4.3,The species evenness of the communities (Arthropoda),The species evenness of the communities (Arthropoda),evenness,positive,NA,Biodiversity,Community level,0.64,0.643678,0.10,5,0.47,0.4666667,0.10,5,60,5,-0.322,0.0750,out because only kept eveness value across the 3 taxa,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Annelida,Nereididae,Platynereis dumerilii,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,3010,NA,4141,6.66,NA,0.19,11.8,NA,0.4,15.5,NA,1.5,2281,3.7,Numbers of individuals (the ragworm Platynereis dumerlii),Number of individuals,Number of individuals,positive,number,Survival,Community level,21.00,20.995671,3.030303,5,15.26,15.2597403,6.39,5,60,5,-0.319,0.1959,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Fauna community,Several,several ,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,NA,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,2612,NA,547,7.37,NA,0.10,11.8,NA,0.4,15.8,NA,0.3,1882,4.0,NA,evenness,evenness,positive,NA,Biodiversity,Community level,0.76,0.759551,0.085393,5,0.56,0.5640449,0.03,5,60,5,-0.298,0.0149,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Echinodermata,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,NA,YES,NO,pH,729,NA,160,NIST,7.86,NA,0.09,1296,NA,245,7.66,NA,0.08,11.8,NA,0.4,11.9,NA,0.4,566,0.2,Number of individuals (Echinodermata),Number of individuals,Number of individuals,positive,number,Survival,Community level,6.78,6.776471,0.002800,5,5.08,5.0823529,0.01,5,60,5,-0.288,0.0001,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,out,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Annelida,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,NO,YES,T,729,NA,160,NIST,7.86,NA,0.09,822,NA,743,7.85,NA,0.13,11.8,NA,0.4,16.0,NA,0.4,93,4.3,The species evenness of the communities (Annelida),The species evenness of the communities (Annelida),evenness,positive,NA,Biodiversity,Community level,0.81,0.809745,0.04,5,0.61,0.6125290,0.24,5,60,5,-0.279,0.1582,out because only kept eveness value across the 3 taxa,,,,,
6,out,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Arthropoda,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,NO,pH,729,NA,160,NIST,7.86,NA,0.09,1296,NA,245,7.66,NA,0.08,11.8,NA,0.4,11.9,NA,0.4,566,0.2,The species evenness of the communities (Arthropoda),The species evenness of the communities (Arthropoda),evenness,positive,NA,Biodiversity,Community level,0.64,0.643678,0.10,5,0.49,0.4919540,0.02,5,60,5,-0.269,0.0269,out because only kept eveness value across the 3 taxa,,,,,
6,in,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Fauna community,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,NA,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,3010,NA,4141,6.66,NA,0.19,11.8,NA,0.4,15.5,NA,1.5,2281,3.7,NA,Number of individuals,Number of individuals,positive,number,Survival,Community level,333.62,333.617021,56.595745,5,256.17,256.1702128,59.57,5,60,5,-0.264,0.0829,lots of 0 in the SE response here because error was smaller than the symbol used,,,,,
6,out,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Annelida,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,1423,NA,389,7.61,NA,0.15,11.8,NA,0.4,16.0,NA,0.6,694,4.2,The species evenness of the communities (Annelida),The species evenness of the communities (Annelida),evenness,positive,NA,Biodiversity,Community level,0.81,0.809745,0.04,5,0.62,0.6218097,0.29,5,60,5,-0.264,0.2240,out because only kept eveness value across the 3 taxa,,,,,
6,out,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Arthropoda,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,2612,NA,547,7.37,NA,0.10,11.8,NA,0.4,15.8,NA,0.3,1882,4.0,The species evenness of the communities (Arthropoda),The species evenness of the communities (Arthropoda),evenness,positive,NA,Biodiversity,Community level,0.64,0.643678,0.10,5,0.50,0.4965517,0.14,5,60,5,-0.260,0.1082,out because only kept eveness value across the 3 taxa,,,,,
6,out,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Mollusca,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,729,NA,160,NIST,7.86,NA,0.09,2612,NA,547,7.37,NA,0.10,11.8,NA,0.4,15.8,NA,0.3,1882,4.0,Number of species (Mollusca),Number of species (Mollusca),Number of species,positive,number,Biodiversity,Community level,9.12,9.123223,0.71,5,7.11,7.1090047,1.36,5,60,5,-0.249,0.0428,out because only kept global species richness across the 3 taxa,,,,,
6,out,2011,,"Hale R, Calosi P, McNeill L, Mieszkowska N, Widdicombe S",Oikos,Annelida,NA,NA,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,NO,pH,729,NA,160,NIST,7.86,NA,0.09,2269,NA,3127,6.81,NA,0.23,11.8,NA,0.4,11.5,NA,0.4,1540,-0.3,The species evenness of the communities (Annelida),The species evenness of the communities (Annelida),evenness,positive,NA,Biodiversity,Community level,0.81,0.809745,0.04,5,0.64,0.6426914,0.03,5,60,5,-0.231,0.0059,out because only kept eveness value across the 3 taxa,,,,,
